name,lon,lat,geometry
"terrain de foot, El Youssoufia اليوسفية, باشوية الرباط, عمالة الرباط, Rabat-Salé-Kénitra ⵔⴱⴰⵟ-ⵙⵍⴰ-ⵇⵏⵉⵟⵔⴰ الرباط-سلا-القنيطرة, Maroc / ⵍⵎⵖⵔⵉⴱ / المغرب",-6.817459044714192,33.970487,POINT (-6.817459044714192 33.970487)
