id,full_name,url,language,license,topics,owner_type,description,stars_count,forks_count,created_at,updated_at,contributors,languages
652357777,KevinWang676/Bark-Voice-Cloning,https://github.com/KevinWang676/Bark-Voice-Cloning,Jupyter Notebook,,[],User,Bark Voice Cloning and Voice Cloning for Chinese Speech,167,26,2023-06-11T22:16:56Z,2023-07-10T09:52:31Z,"[{'login': 'KevinWang676', 'contributions': 99}]","{'Jupyter Notebook': 94.4707300980095, 'Python': 5.486649939653635, 'Dockerfile': 0.042619962336865116}"
652333405,Zeju1997/oft,https://github.com/Zeju1997/oft,Python,MIT License,[],User,"Official implementation of ""Controlling Text-to-Image Diffusion by Orthogonal Finetuning"".",115,4,2023-06-11T20:17:39Z,2023-07-09T08:59:12Z,"[{'login': 'wy1iu', 'contributions': 18}, {'login': 'Zeju1997', 'contributions': 12}, {'login': 'YuxuanSnow', 'contributions': 11}, {'login': 'yfeng95', 'contributions': 4}, {'login': 'YuliangXiu', 'contributions': 1}]","{'Python': 96.78250693595257, 'Shell': 3.217493064047441}"
652342266,berkeley-hipie/HIPIE,https://github.com/berkeley-hipie/HIPIE,Jupyter Notebook,MIT License,[],User,"Code release for ""Hierarchical Open-vocabulary Universal Image Segmentation""",113,7,2023-06-11T20:57:36Z,2023-07-10T06:47:07Z,"[{'login': 'frank-xwang', 'contributions': 9}, {'login': 'jacklishufan', 'contributions': 6}, {'login': 'KKallidromitis', 'contributions': 5}]","{'Jupyter Notebook': 72.984517360208, 'Python': 24.706787556442464, 'Cuda': 1.5922644900180989, 'C++': 0.5972563284382795, 'Shell': 0.11917426489316078}"
652371926,100xDevs-hkirat/Week-1-assignment,https://github.com/100xDevs-hkirat/Week-1-assignment,JavaScript,,[],Organization,,111,706,2023-06-11T23:38:53Z,2023-07-07T14:11:51Z,"[{'login': 'hkirat', 'contributions': 1}]",{'JavaScript': 100.0}
652268954,iamverycute/wugao,https://github.com/iamverycute/wugao,,GNU General Public License v2.0,"['chinese-women', 'false-accusations']",User,整理自清华学姐事件以来自中国女性的诬告事件，虚假指控等。（False accusations by Chinese women）,103,6,2023-06-11T16:09:23Z,2023-07-06T12:42:10Z,"[{'login': 'iamverycute', 'contributions': 13}, {'login': '04bondgoods', 'contributions': 2}]",{}
652320010,yuudi/rclone-webui-angular,https://github.com/yuudi/rclone-webui-angular,TypeScript,MIT License,"['rclone', 'rclone-gui']",User,Another Web GUI for Rclone,102,12,2023-06-11T19:20:10Z,2023-07-09T19:13:45Z,"[{'login': 'yuudi', 'contributions': 67}, {'login': 'github-actions[bot]', 'contributions': 4}]","{'TypeScript': 74.29017500544623, 'HTML': 22.80698569457556, 'SCSS': 2.668046377653523, 'JavaScript': 0.234792922324692}"
652071740,mgdigital/rarbg-selfhosted,https://github.com/mgdigital/rarbg-selfhosted,Go,,"['bittorrent', 'prowlarr', 'radarr', 'rarbg', 'selfhosted', 'servarr', 'sonarr', 'torrent', 'torrents', 'torznab']",User,"A self-hosted Torznab API for the RARBG backup, compatible with Prowlarr, Radarr, Sonarr etc.",95,2,2023-06-11T01:57:20Z,2023-07-09T19:10:03Z,"[{'login': 'mgdigital', 'contributions': 24}]","{'Go': 98.4747265740467, 'Dockerfile': 1.5252734259532958}"
652078366,MMqd/kandinsky-for-automatic1111,https://github.com/MMqd/kandinsky-for-automatic1111,Python,GNU Affero General Public License v3.0,[],User,Automatic1111 extension adding support for Kandinsky 2.1,84,6,2023-06-11T02:39:57Z,2023-07-10T06:26:22Z,"[{'login': 'MMqd', 'contributions': 8}]",{'Python': 100.0}
652350864,fluentstack/twitter-clone,https://github.com/fluentstack/twitter-clone,C#,MIT License,"['dotnet', 'golang', 'nextjs', 'twitter']",Organization,"A Twitter Clone built with .NET 8 Web API, Golang and Next.js 13 🔥",78,9,2023-06-11T21:40:05Z,2023-07-09T15:06:59Z,"[{'login': 'iammukeshm', 'contributions': 15}]","{'C#': 80.66153930370047, 'TypeScript': 8.468359973724546, 'Go': 7.633566892927524, 'Dockerfile': 1.621688197941756, 'JavaScript': 0.8785855047076855, 'CSS': 0.7362601269980293}"
652204798,ChiChou/fruity-frida,https://github.com/ChiChou/fruity-frida,TypeScript,MIT License,[],User,Utilities to deploy frida on rootless iOS and more,76,7,2023-06-11T12:28:44Z,2023-07-03T10:09:01Z,"[{'login': 'ChiChou', 'contributions': 56}]","{'TypeScript': 99.05349100455192, 'JavaScript': 0.9465089954480865}"
652144009,aazooo/zjmf,https://github.com/aazooo/zjmf,,,[],User,魔方财务和魔方云系统开心扩展,72,60,2023-06-11T08:20:55Z,2023-07-09T07:57:56Z,"[{'login': 'No contributors', 'contributions': 0}]",{}
652187067,RishikeshOps/DevOps-Learning-Resources,https://github.com/RishikeshOps/DevOps-Learning-Resources,,Apache License 2.0,[],User,,71,61,2023-06-11T11:19:18Z,2023-07-07T05:19:18Z,"[{'login': 'RishikeshOps', 'contributions': 2}]",{}
652260582,trou/cpu_rec_rs,https://github.com/trou/cpu_rec_rs,Rust,Apache License 2.0,[],User,Determine which CPU architecture is used in a binary file.,71,6,2023-06-11T15:40:47Z,2023-07-06T12:42:41Z,"[{'login': 'trou', 'contributions': 23}]",{'Rust': 100.0}
652134847,qwersyk/Newelle,https://github.com/qwersyk/Newelle,Python,GNU General Public License v3.0,"['adwaita', 'app', 'gnome', 'gtk', 'gtk4', 'linux']",User,Newelle - Your Ultimate Virtual Assistant,65,3,2023-06-11T07:43:48Z,2023-07-10T04:38:29Z,"[{'login': 'qwersyk', 'contributions': 57}, {'login': 'Nokse22', 'contributions': 1}]","{'Python': 96.94721910278386, 'Meson': 3.0527808972161474}"
652196846,PJLab-ADG/DetZero,https://github.com/PJLab-ADG/DetZero,,,[],Organization,DetZero,61,3,2023-06-11T11:58:28Z,2023-07-10T06:16:30Z,"[{'login': 'superkoma', 'contributions': 3}]",{}
652343666,lh3/pangene,https://github.com/lh3/pangene,C,,['bioinformatics'],User,WIP: Constructing a pangenome gene graph,55,1,2023-06-11T21:04:14Z,2023-07-10T09:00:54Z,"[{'login': 'lh3', 'contributions': 93}]","{'C': 92.094074526573, 'Roff': 6.730604764813683, 'Makefile': 1.175320708613317}"
652243774,laisfrigerio/cracking-the-coding-interview-js,https://github.com/laisfrigerio/cracking-the-coding-interview-js,JavaScript,MIT License,"['algorithms-and-data-structures', 'coding', 'coding-interviews', 'cracking-the-coding-interview', 'data-structures', 'data-structures-and-algorithms', 'dsa', 'dsa-algorithm', 'javascript']",User,Cracking the Coding Interview 6th Edition with JavaScript Solutions,54,0,2023-06-11T14:43:21Z,2023-07-06T10:12:12Z,"[{'login': 'laisfrigerio', 'contributions': 23}]","{'JavaScript': 88.0924499229584, 'HTML': 11.907550077041602}"
652080597,us3rT0m/OnlyUP-Trainer,https://github.com/us3rT0m/OnlyUP-Trainer,C++,MIT License,[],User,,51,12,2023-06-11T02:53:07Z,2023-07-07T19:46:43Z,"[{'login': 'us3rT0m', 'contributions': 17}, {'login': 'Edgarflc', 'contributions': 2}, {'login': 'wRadion', 'contributions': 1}]","{'C++': 95.90289185162547, 'CMake': 4.097108148374527}"
652101089,FittenTech/OpenLLaMA-Chinese,https://github.com/FittenTech/OpenLLaMA-Chinese,Python,Apache License 2.0,[],Organization,"OpenLLaMA-Chinese, a permissively licensed open source instruction-following models based on OpenLLaMA ",51,6,2023-06-11T04:55:58Z,2023-07-09T04:30:03Z,"[{'login': 'li-xl', 'contributions': 13}, {'login': 'lzhengning', 'contributions': 1}]",{'Python': 100.0}
652226917,scofield7419/DisNER-PtrNet,https://github.com/scofield7419/DisNER-PtrNet,Python,GNU General Public License v3.0,"['ner', 'nlp']",User,Codes for the AAAI 2021 paper Rethinking Boundaries: End-To-End Recognition of Discontinuous Mentions with Pointer Networks.,50,2,2023-06-11T13:49:02Z,2023-07-05T17:12:43Z,"[{'login': 'scofield7419', 'contributions': 1}]",{'Python': 100.0}
652212462,scofield7419/LAGCN-SRL,https://github.com/scofield7419/LAGCN-SRL,Python,GNU General Public License v3.0,"['nlp', 'srl', 'syntax']",User,Codes for the AAAI 2021 paper: Encoder-Decoder Based Unified Semantic Role Labeling with Label-Aware Syntax,50,2,2023-06-11T12:57:26Z,2023-07-05T17:12:43Z,"[{'login': 'scofield7419', 'contributions': 2}]","{'Python': 99.74602054292787, 'Shell': 0.2539794570721248}"
652219495,Anof-cyber/MobSecco,https://github.com/Anof-cyber/MobSecco,Python,MIT License,"['android', 'apk', 'bug-bounty', 'bugbounty', 'cordova', 'cybersecurity', 'mobile-security', 'penetration-testing', 'pentesting', 'pentesting-tools', 'python']",User,"Cloning apk for bypassing code tampering detection, Google Safety Net and scanning vulnerable plugins ",48,5,2023-06-11T13:22:47Z,2023-07-07T12:11:29Z,"[{'login': 'Anof-cyber', 'contributions': 24}]",{'Python': 100.0}
652159060,Junyi42/sd-dino,https://github.com/Junyi42/sd-dino,Jupyter Notebook,,[],User,"Official Implementation of paper ""A Tale of Two Features: Stable Diffusion Complements DINO for Zero-Shot Semantic Correspondence""",46,3,2023-06-11T09:22:06Z,2023-07-09T22:06:47Z,"[{'login': 'Junyi42', 'contributions': 2}]","{'Jupyter Notebook': 91.5017027634722, 'Python': 8.45691023805312, 'Shell': 0.041386998474688845}"
652296384,universvm/obsidian-pandoc-templates,https://github.com/universvm/obsidian-pandoc-templates,TeX,Other,"['academic', 'academic-paper', 'latex', 'latex-template', 'markdown', 'markdown-to-pdf', 'obsidian', 'obsidian-md', 'pandoc', 'pandoc-template', 'pdf']",User,A repository for pandoc templates. Geared for Obsidian.,41,0,2023-06-11T17:48:07Z,2023-07-07T22:56:10Z,"[{'login': 'universvm', 'contributions': 21}]",{'TeX': 100.0}
652204223,marlaman/DebateTree,https://github.com/marlaman/DebateTree,Python,,[],User,A langchain app to visualise a debate using Tree-of-Thought reasoning,41,5,2023-06-11T12:26:49Z,2023-07-10T05:24:05Z,"[{'login': 'marlaman', 'contributions': 28}]",{'Python': 100.0}
652123918,SociallyIneptWeeb/AniVoiceChanger,https://github.com/SociallyIneptWeeb/AniVoiceChanger,Jupyter Notebook,MIT License,"['ai', 'python', 'rvc', 'voice-changer', 'voicechanger']",User,"An RVC ""extension"" for Voice-Chat",38,3,2023-06-11T06:53:44Z,2023-07-08T23:43:15Z,"[{'login': 'SociallyIneptWeeb', 'contributions': 9}]","{'Jupyter Notebook': 59.817700515787465, 'Python': 40.182299484212535}"
652323035,rrainn/Lemmy-Swift-Client,https://github.com/rrainn/Lemmy-Swift-Client,Swift,MIT License,[],Organization,A Swift client for Lemmy.,37,14,2023-06-11T19:33:41Z,2023-07-08T21:21:41Z,"[{'login': 'fishcharlie', 'contributions': 33}, {'login': 'creekdrops', 'contributions': 2}, {'login': 'ckaik', 'contributions': 2}, {'login': 'mdhiggins', 'contributions': 2}, {'login': 'TheNoim', 'contributions': 2}]","{'Swift': 96.11752056028595, 'JavaScript': 3.8432477986690303, 'Makefile': 0.03923164104501468}"
652248640,Dobiasd/treebomination,https://github.com/Dobiasd/treebomination,Python,MIT License,[],User,convert a scikit-learn decision tree into a Keras model,37,1,2023-06-11T15:00:00Z,2023-06-29T01:48:33Z,"[{'login': 'Dobiasd', 'contributions': 46}, {'login': 'danuker', 'contributions': 1}]",{'Python': 100.0}
652170387,CuriositySoftware/XcodeTargetGraphGen,https://github.com/CuriositySoftware/XcodeTargetGraphGen,Swift,MIT License,"['carthage', 'cocoapods', 'swift', 'swift-package-manager', 'xcode', 'xcodeproj']",Organization,A Swift tool for generating module dependency graphs from your .xcodeproj.,33,0,2023-06-11T10:10:21Z,2023-07-06T20:14:52Z,"[{'login': 'yimajo', 'contributions': 41}]",{'Swift': 100.0}
652074862,lesser-app/tankman,https://github.com/lesser-app/tankman,C#,MIT License,[],Organization,Authorization Server,30,2,2023-06-11T02:17:20Z,2023-07-10T10:31:37Z,"[{'login': 'jeswin', 'contributions': 75}]","{'C#': 98.24293241425937, 'Shell': 1.757067585740636}"
652362524,btholt/complete-intro-to-product-management,https://github.com/btholt/complete-intro-to-product-management,,Other,[],User,"Complete Intro to Product Management, as taught for Frontend Masters",29,0,2023-06-11T22:44:06Z,2023-07-05T01:26:53Z,"[{'login': 'btholt', 'contributions': 1}]",{}
652326518,urazakgul/veri-kaynaklari-python,https://github.com/urazakgul/veri-kaynaklari-python,,,[],User,,29,2,2023-06-11T19:47:58Z,2023-07-09T20:59:19Z,"[{'login': 'urazakgul', 'contributions': 1}]",{}
652269142,womanreading7/PhD-Application-Guide,https://github.com/womanreading7/PhD-Application-Guide,,,[],User,,28,2,2023-06-11T16:10:01Z,2023-07-09T19:51:55Z,"[{'login': 'womanreading7', 'contributions': 23}]",{}
652228113,JoshuaKGoldberg/prettier-plugin-curly,https://github.com/JoshuaKGoldberg/prettier-plugin-curly,TypeScript,MIT License,"['curly', 'formatting', 'prettier', 'prettier-plugin']",User,Prettier plugin to enforce consistent brace style for all control statements.,28,0,2023-06-11T13:52:48Z,2023-07-08T13:47:59Z,"[{'login': 'JoshuaKGoldberg', 'contributions': 24}, {'login': 'renovate[bot]', 'contributions': 20}, {'login': 'allcontributors[bot]', 'contributions': 10}, {'login': 'so1ve', 'contributions': 3}]","{'TypeScript': 63.20350734094616, 'JavaScript': 36.215334420880914, 'Shell': 0.58115823817292}"
652351004,escabora/color-log,https://github.com/escabora/color-log,TypeScript,,"['cli', 'color', 'console-log', 'javascript', 'log', 'terminal']",User,🖍 Package to style the logs of your codes and terminals,27,2,2023-06-11T21:40:45Z,2023-06-20T19:05:49Z,"[{'login': 'escabora', 'contributions': 17}]","{'TypeScript': 60.15625, 'JavaScript': 29.483695652173914, 'HTML': 10.360054347826086}"
652266529,Crossme0809/langchain-tutorials,https://github.com/Crossme0809/langchain-tutorials,Jupyter Notebook,,[],User,,24,6,2023-06-11T16:01:40Z,2023-07-10T09:29:02Z,"[{'login': 'Crossme0809', 'contributions': 35}]","{'Jupyter Notebook': 99.64707655351623, 'Python': 0.352923446483781}"
652304114,charlesfrye/qart-codes,https://github.com/charlesfrye/qart-codes,TypeScript,,[],User,QR Codes that look nice,22,2,2023-06-11T18:16:48Z,2023-07-10T09:26:45Z,"[{'login': 'charlesfrye', 'contributions': 44}, {'login': 'laxels', 'contributions': 24}]","{'TypeScript': 56.40309621791103, 'Python': 34.18577307466196, 'Makefile': 4.262198706643152, 'HTML': 2.807172251616696, 'JavaScript': 1.9057417205565352, 'CSS': 0.4360180286106212}"
652154063,OpencvLZG/CiProxy,https://github.com/OpencvLZG/CiProxy,Go,Apache License 2.0,[],User,"use tcp implement, not http server, base on golang",21,3,2023-06-11T09:00:23Z,2023-07-09T09:29:08Z,"[{'login': 'OpencvLZG', 'contributions': 29}]",{'Go': 100.0}
652299255,ando818/lemmy-ui-svelte,https://github.com/ando818/lemmy-ui-svelte,Svelte,Apache License 2.0,"['capacitor', 'fediverse', 'lemmy', 'svelte', 'sveltekit']",User,A UI for Lemmy written in Svelte ,21,1,2023-06-11T17:59:27Z,2023-07-06T16:29:23Z,"[{'login': 'ando818', 'contributions': 57}, {'login': 'arne', 'contributions': 1}]","{'Svelte': 60.66542496884589, 'JavaScript': 21.109756260970936, 'CSS': 16.48822843666671, 'TypeScript': 1.295742941751866, 'HTML': 0.44084739176459553}"
652352385,ImAyrix/dorker,https://github.com/ImAyrix/dorker,HTML,MIT License,[],User,🔎 Dork Generator,21,2,2023-06-11T21:47:55Z,2023-06-30T19:02:33Z,"[{'login': 'ImAyrix', 'contributions': 6}]","{'HTML': 80.60631126025743, 'SCSS': 13.440502871796115, 'CSS': 5.480978851370771, 'JavaScript': 0.47220701657567704}"
652207234,kdrkdrkdr/RVC-VITS,https://github.com/kdrkdrkdr/RVC-VITS,Python,MIT License,[],User,Few-shot multilingual tts with RVC and Vits,20,2,2023-06-11T12:38:33Z,2023-06-30T04:29:25Z,"[{'login': 'kdrkdrkdr', 'contributions': 11}]","{'Python': 90.1776053290052, 'Jupyter Notebook': 7.454605396632178, 'Batchfile': 2.233662451252226, 'Shell': 0.11116183133833774, 'Dockerfile': 0.022964991772052027}"
652286802,kymani37299/RenderNodes,https://github.com/kymani37299/RenderNodes,C++,MIT License,[],User,Node editor for rendering engine made with OpenGL,20,0,2023-06-11T17:11:44Z,2023-06-30T18:31:56Z,"[{'login': 'kymani37299', 'contributions': 18}]","{'C++': 99.04396005087021, 'GLSL': 0.549611803313679, 'C': 0.4064281458161024}"
652352708,CursedLand/Dekompiler,https://github.com/CursedLand/Dekompiler,C#,MIT License,[],User,[WIP] Dekompiler is .NET decompiler that converts Cil to C# code.,20,3,2023-06-11T21:49:29Z,2023-07-04T16:59:40Z,"[{'login': 'CursedLand', 'contributions': 13}]","{'C#': 92.7767084549257, 'HTML': 5.851108865846706, 'CSS': 1.372182679227604}"
652280195,licht1stein/babashka.el,https://github.com/licht1stein/babashka.el,Emacs Lisp,GNU General Public License v3.0,"['babashka', 'emacs']",User,Babashka Tasks for Emacs,19,2,2023-06-11T16:48:32Z,2023-06-27T09:25:20Z,"[{'login': 'licht1stein', 'contributions': 28}, {'login': 'olavfosse', 'contributions': 2}]",{'Emacs Lisp': 100.0}
652188620,erikfinkel/Spoly-nft-erc721-polygon,https://github.com/erikfinkel/Spoly-nft-erc721-polygon,TypeScript,,"['blockchain', 'erc721', 'javascript', 'nft', 'polygon', 'react', 'smart-contracts', 'solidity', 'tailwindcss', 'typescript']",User,Erc 721 NFT minting dapp website on Polygon chain,18,0,2023-06-11T11:25:40Z,2023-06-15T06:57:32Z,"[{'login': 'erikfinkel', 'contributions': 1}]","{'TypeScript': 84.09191451711699, 'SCSS': 6.5184101272714905, 'Solidity': 4.495337916014429, 'JavaScript': 4.454502143878037, 'HTML': 0.4398352957190499}"
652371614,EricLBuehler/trc,https://github.com/EricLBuehler/trc,Rust,MIT License,"['reference-counting', 'rust', 'smart-pointers']",User,Trc is a biased reference-counted smart pointer.,17,2,2023-06-11T23:36:55Z,2023-07-09T20:48:04Z,"[{'login': 'EricLBuehler', 'contributions': 91}, {'login': 'sigaloid', 'contributions': 1}]","{'Rust': 99.22232853565684, 'Python': 0.7776714643431526}"
652259556,csaye/interning.dev,https://github.com/csaye/interning.dev,TypeScript,,[],User,Open source dashboard to track PittCSC internship applications!,17,3,2023-06-11T15:37:11Z,2023-07-02T09:20:30Z,"[{'login': 'csaye', 'contributions': 45}, {'login': 'mcgrath-a', 'contributions': 1}, {'login': 'juebenjamin', 'contributions': 1}, {'login': 'danetsao', 'contributions': 1}]","{'TypeScript': 76.24293583231992, 'SCSS': 22.912940839831176, 'JavaScript': 0.8441233278489162}"
652231386,W01fh4cker/javaVersionManager,https://github.com/W01fh4cker/javaVersionManager,Shell,,"['java-version-manager', 'linux', 'script']",User,"A script for installing and switching multiple java versions on Linux x86_64, suitable for code audit workers.",17,0,2023-06-11T14:03:50Z,2023-06-13T13:29:49Z,"[{'login': 'W01fh4cker', 'contributions': 4}]",{'Shell': 100.0}
652069509,pedroaraujo20/create-design-system,https://github.com/pedroaraujo20/create-design-system,TypeScript,,[],User,"This is a design system starter from scratch using TypeScript, TurboRepo, StoryBook, Stitches, Changeset, Eslint, Github Actions, Workflows. It has all that you need to create your own design system, with release, CI/CD ready.",17,0,2023-06-11T01:42:02Z,2023-06-20T23:08:34Z,"[{'login': 'pedroaraujo20', 'contributions': 1}]","{'TypeScript': 86.5696770851321, 'JavaScript': 9.955102745639786, 'CSS': 2.227594543256778, 'HTML': 1.2476256259713348}"
652276069,ygkn/storybook-opener,https://github.com/ygkn/storybook-opener,TypeScript,MIT License,"['storybook', 'vscode', 'vscode-extension']",User,A Visual Studio Code extension for effortless Storybook opening.,17,1,2023-06-11T16:33:54Z,2023-07-06T08:00:08Z,"[{'login': 'ygkn', 'contributions': 59}, {'login': 'hayato-osh', 'contributions': 2}]","{'TypeScript': 92.67441860465117, 'JavaScript': 7.325581395348838}"
652155035,blynkkk/BlynkNcpExample,https://github.com/blynkkk/BlynkNcpExample,Python,The Unlicense,[],User,Example IoT application using Blynk.NCP,17,2,2023-06-11T09:04:42Z,2023-07-06T14:25:32Z,"[{'login': 'vshymanskyy', 'contributions': 175}, {'login': 'blynkkk', 'contributions': 2}, {'login': 'maxgerhardt', 'contributions': 1}]","{'Python': 52.69182817635725, 'C++': 32.59095545732744, 'C': 14.717216366315311}"
652056580,jacobsimon/prompting,https://github.com/jacobsimon/prompting,TypeScript,MIT License,"['ai', 'gpt', 'javascript', 'llm', 'prompt-engineering', 'typescript']",User,"A batteries-included, model-agnostic prompt engineering library for Node.js and TypeScript.",16,0,2023-06-11T00:15:48Z,2023-06-25T15:44:36Z,"[{'login': 'jacobsimon', 'contributions': 10}]","{'TypeScript': 99.07505285412263, 'JavaScript': 0.9249471458773785}"
652114003,jellydn/gpt4free-demo,https://github.com/jellydn/gpt4free-demo,TypeScript,,"['gpt', 'gpt4free', 'raycast-extension']",User,A slow guide on setting up a free OpenAI GPT-4 API on your local machine.,16,3,2023-06-11T06:05:38Z,2023-07-07T03:07:13Z,"[{'login': 'renovate[bot]', 'contributions': 18}, {'login': 'jellydn', 'contributions': 10}]",{'TypeScript': 100.0}
652227189,o-ifeanyi/compose_doc_shredder,https://github.com/o-ifeanyi/compose_doc_shredder,Kotlin,,[],User,,16,9,2023-06-11T13:49:54Z,2023-07-04T05:47:03Z,"[{'login': 'o-ifeanyi', 'contributions': 2}]",{'Kotlin': 100.0}
652178418,Alphish/gm-community-toolbox,https://github.com/Alphish/gm-community-toolbox,Game Maker Language,MIT License,[],User,A collection of utility functions for GameMaker.,16,5,2023-06-11T10:43:44Z,2023-07-10T00:37:16Z,"[{'login': 'Alphish', 'contributions': 29}, {'login': 'dicksonlaw583', 'contributions': 10}, {'login': 'devKathy', 'contributions': 2}]",{'Game Maker Language': 100.0}
652152908,PB2204/space-craft,https://github.com/PB2204/space-craft,JavaScript,,[],User,,16,0,2023-06-11T08:55:34Z,2023-07-07T13:34:02Z,"[{'login': 'PB2204', 'contributions': 16}]","{'JavaScript': 99.60288020946977, 'HTML': 0.25411638328941405, 'CSS': 0.14300340724080632}"
652168756,flysoaryun/LF-PGVIO,https://github.com/flysoaryun/LF-PGVIO,,,['slam'],User,,16,0,2023-06-11T10:03:16Z,2023-07-05T11:02:19Z,"[{'login': 'flysoaryun', 'contributions': 11}, {'login': 'elnino9ykl', 'contributions': 1}]",{}
