Company,Job Title,Job Type,Experience level,Company_requirement,Facilities,Salary (USD),Job Format,country,Domain
Columbia University,"Pre-College Instructor, Big Data, Machine Learning & their Real World Applications (On-Campus) Summer 2023",Full Time,Entry-level,"Big Data,Machine Learning,Teaching",Not specified,44000.0,In location,United States,Big Data
Audiokinetic,Spécialiste en science des données / Data Scientist,Full Time,Mid-level,"APIs,AWS,Business Intelligence,Clustering,Data governance,Data management",Flex hours,60000.0,In location,Canada,Data Science
Octopus Energy,Data Analyst (Pricing),Full Time,Entry-level,"Jupyter,Pandas,Python,SQL,Tableau",Salary bonus,48000.0,In location,United Kingdom,Data Analyst
Roblox,"Senior Machine Learning Engineer, Communication Safety",Full Time,Senior-level,"ASR,Computer Vision,Data pipelines,Deep Learning,Engineering,Genetics","401(k) matching,Career development,Conferences,Equity,Flex hours",218000.0,In location,United States,Machine Learning
Attractions.io,Senior Data Scientist (Machine Learning),Full Time,Mid-level,"AWS,Computer Science,Data analysis,Engineering,Machine Learning,Mathematics","Career development,Competitive pay,Flex hours",60000.0,Remote,Remote Worldwide,Data Science
Checkout.com,Staff Data Engineer,Full Time,Senior-level,"Architecture,AWS,CI/CD,Data Analytics,Docker,ECS","Career development,Conferences,Flex hours,Flex vacation,Team events",62000.0,In location,United Kingdom,Data Engineer
NielsenIQ,"Senior Manager, Data Science",Full Time,Senior-level,"Business Intelligence,Data analysis,Data visualization,E-commerce,Finance,Genetics",Startup environment,55000.0,In location,Malaysia,Data Science
Enigma,"Staff Engineer, Data Infrastructure",Full Time,Senior-level,"Databricks,Engineering,Spark,Testing","Career development,Equity,Flex vacation",180000.0,Remote,United States,Big Data
Bionic Services Ltd,Data Engineer,Full Time,Mid-level,"Agile,Architecture,AWS,Azure,Data warehouse,Data Warehousing","Career development,Startup environment",73000.0,In location,United Kingdom,Data Engineer
Amazon.com,"Principal Applied Scientist, SPeXSci",Full Time,Senior-level,"AWS,Computer Vision,Data analysis,Deep Learning,Economics,Engineering","Career development,Equity",159000.0,In location,United States,Data Analyst
Airbnb,"Staff Data Engineer, Data Stewardship",Full Time,Senior-level,"Data governance,Data management,Data quality,Data Warehousing,Engineering,ETL","Salary bonus,Startup environment",200000.0,Remote,United States,Data Engineer
3Pillar Global,Senior Data Engineer,Full Time,Senior-level,"Agile,Athena,AWS,Big Data,Data governance,Data Warehousing",Flex hours,115000.0,In location,Oman,Big Data
Cruise LLC,"Senior Systems Engineer II, Autonomy and Localization",Full Time,Senior-level,"Computer Science,Drivers license,Engineering,Machine Learning,Physics,Python","Career development,Competitive pay,Equity,Fertility benefits,Flex hours",0.0,In location,United States,Machine Learning
Nextdoor,Head of Data Science and Analytics,Full Time,Executive-level,"Big Data,Computer Science,Data governance,Data management,Data quality,Data visualization","Career development,Equity,Health care,Startup environment",230000.0,In location,United States,Data Science
dentsu international,Modelling / Data Science - Lead Analyst - Analytics,Full Time,Senior-level,"Business Intelligence,Computer Science,Consulting,CX,Data analysis,Data Analytics",Not specified,55000.0,In location,India,Data Science
Hello Heart,Data Science Team Lead,Full Time,Senior-level,"Agile,AWS,Azure,Computer Science,Engineering,GCP","Career development,Health care,Startup environment",55000.0,In location,Israel,Data Science
Cleo AI Ltd,Analytics Engineer,Full Time,Not specified,"Architecture,Data pipelines,Data warehouse,Data Warehousing,ELT,Engineering","Career development,Competitive pay,Equity,Flat hierarchy,Health care",0.0,In location,United Kingdom,"ANALYTICS ENGINEER ARCHITECTURE,DATA PIPELINES,DATA WAREHOUSE,DATA WAREHOUSING,ELT,ENGINEERING"
Plantix,Senior Geospatial Machine Learning Engineer (f/m/d),Full Time,Senior-level,"Computer Science,Data analysis,Machine Learning,ML models,Research",Not specified,131000.0,Remote,Remote Worldwide,Data Analyst
Statkraft,"Data Scientist - Digitalization, Trading & Origination",Full Time,Entry-level,"Ansible,Architecture,AWS,Azure,CI/CD,Computer Science",Career development,40000.0,In location,United States,Data Science
Renaissance,Data Integration Support Representative,Full Time,Entry-level,"Computer Science,CSV,RDBMS,SQL,Statistics","401(k) matching,Career development,Equity,Flex hours,Flex vacation",40000.0,Remote,United States,"DATA INTEGRATION SUPPORT REPRESENTATIVE COMPUTER SCIENCE,CSV,RDBMS,SQL,STATISTICS,"
NielsenIQ,Data Analyst and BI Developer,Full Time,Senior-level,"Big Data,Business Intelligence,Data analysis,Data visualization,Economics,Engineering",Startup environment,69000.0,In location,United States,Big Data
Framestore,Head of DataOps & Render Support,Full Time,Executive-level,"Data analysis,Data management,DataOps,Jira,Linux,Python",Career development,102000.0,In location,India,Data Analyst
lastminute.com,Frontend Developer (Chatbot),Full Time,Not specified,"APIs,Chatbots,JavaScript,NLP,Node.js","Career development,Flex hours,Flex vacation,Parental leave,Salary bonus",51000.0,In location,Switzerland,"FRONTEND DEVELOPER (CHATBOT) APIS,CHATBOTS,JAVASCRIPT,NLP,NODE.JS,"
Imagine.io,Machine Learning/AI Engineer,Full Time,Mid-level,"3D graphics,Computer Science,Computer Vision,Content creation,Deep Learning,Engineering",Career development,40000.0,Remote,India,Artificial Intelligence
"AppZen, Inc.",Data Engineer,Full Time,Senior-level,"Airflow,AWS,Computer Science,Data pipelines,Data visualization,Data Warehousing",Not specified,115000.0,In location,India,Data Engineer
Meritis,Data Engineer (F/H),Full Time,Not specified,"Agile,Big Data,DevOps,Engineering,Finance,Hadoop",Not specified,96000.0,In location,France,Big Data
Verisk,Data Engineer - ETL Developer,Full Time,Senior-level,"Agile,AWS,Big Data,Computer Science,Data analysis,Data governance","Career development,Insurance,Team events",115000.0,In location,Nepal,Big Data
CapTech Consulting,"Data Architect Consultant (AWS, Azure, GCP)",Full Time,Senior-level,"Airflow,Architecture,AWS,Azure,Consulting,Databricks","401(k) matching,Career development,Fertility benefits,Health care,Insurance",135000.0,In location,United States,"DATA ARCHITECT CONSULTANT (AWS, AZURE, GCP) AIRFLOW,ARCHITECTURE,AWS,AZURE,CONSULTING,DATABRICKS"
Standard Bank Group,Data Scientist,Full Time,Entry-level,"Clustering,Data Analytics,Data Mining,Machine Learning,Mathematics,ML models","Career development,Startup environment",40000.0,In location,South Africa,Data Science
Marley Spoon,Product Data Analyst - Experimentation,Full Time,Mid-level,"A/B testing,Amplitude,Data Analytics,Economics,Looker,Mathematics","Career development,Flex hours,Health care,Startup environment,Team events",65000.0,Remote,Portugal,Data Analyst
CGG,Seismic Imaging Analyst,Full Time,Entry-level,"Data analysis,Data visualization,Engineering,Mathematics,PhD,Physics","401(k) matching,Career development,Flex hours,Flex vacation,Health care",85000.0,In location,United States,Data Analyst
Aurora Innovation,"Staff Software Engineer, Datasets and ML infrastructure",Full Time,Senior-level,"APIs,Autonomous Driving,AWS,Azure,Computer Science,Computer Vision","Career development,Competitive pay,Equity,Fertility benefits,Health care",168000.0,In location,United States,Machine Learning
Tubi,Data Scientist II,Full Time,Senior-level,"A/B testing,Engineering,Machine Learning,ML models,Python,R","Career development,Flex hours,Flex vacation,Health care,Insurance",134000.0,Remote,United States,Data Science
Nine,Data Analytics and Insights Analyst,Full Time,Senior-level,"A/B testing,BigQuery,Data Analytics,E-commerce,SQL,Streaming","Career development,Health care,Parental leave,Startup environment",55000.0,In location,Australia,Data Analyst
dentsu international,Senior Data Engineer,Full Time,Senior-level,"Agile,Airflow,Architecture,AWS,Azure,Big Data","Flex hours,Flex vacation,Gear,Pet friendly,Salary bonus",115000.0,In location,Czechia,Big Data
NielsenIQ,Associate Client Manager -  Retail Business Intelligence,Full Time,Mid-level,"Business Intelligence,Consulting,Excel,Genetics,Power BI,Robotics","Equity,Flex hours,Health care,Insurance,Parental leave",60000.0,In location,United States,Business Intelligence
Celonis,Front End Developer Angular (AI/ML),Full Time,Senior-level,"Angular,Architecture,Big Data,CI/CD,Computer Science,CX","Career development,Equity,Gear,Parental leave,Startup environment",62000.0,In location,Spain,Artificial Intelligence
Intevity,Senior Developer - Data Engineer (AWS/Node/Typescript),Full Time,Senior-level,"Agile,Architecture,AWS,Consulting,EC2,Engineering","401(k) matching,Career development,Competitive pay,Health care,Insurance",115000.0,In location,United States,Data Engineer
Veeva Systems,Data Product Manager - SafeMine Cloud,Full Time,Not specified,"Agile,Architecture,Big Data,DataOps,Data pipelines,Data quality",Startup environment,50000.0,In location,Israel,Big Data
Block,"Senior Platform Data Engineer, People Analytics",Full Time,Senior-level,"APIs,AWS,Banking,Blockchain,Crypto,Data governance","Career development,Equity,Flex vacation,Health care,Insurance",115000.0,In location,Canada,Data Engineer
Genetec,Business Intelligence Analyst / Analyste BI,Full Time,Mid-level,"Architecture,Azure,Big Data,Business Intelligence,Data quality,Data warehouse","Career development,Fitness / gym,Flex hours",56000.0,In location,Canada,Big Data
Coupang,"Security Engineer, Data Security",Full Time,Not specified,"Python,SDL,Security",Not specified,50000.0,In location,Not exists,"SECURITY ENGINEER, DATA SECURITY PYTHON,SDL,SECURITY,,,"
OUTsurance,Data Engineer,Full Time,Not specified,"Airflow,Ansible,AWS,Azure,Computer Science,Databricks",Not specified,96000.0,In location,South Africa,Data Engineer
Western Digital,Power BI Data Analyst,Full Time,Senior-level,"Architecture,Data analysis,Data visualization,EDA,Engineering,Industrial",Not specified,50000.0,In location,Israel,Data Analyst
OpenAI,"Software Engineer, ChatGPT Product Backend",Full Time,Senior-level,"ChatGPT,GPT,LLMs,OpenAI,Privacy,Research","Career development,Health care,Insurance,Medical leave,Parental leave",69000.0,In location,United States,"SOFTWARE ENGINEER, CHATGPT PRODUCT BACKEND CHATGPT,GPT,LLMS,OPENAI,PRIVACY,RESEARCH"
Dream Sports,Data Analyst,Full Time,Entry-level,"Architecture,AWS,Cassandra,Distributed Systems,Kafka,Looker",Not specified,48000.0,In location,India,Data Analyst
Rest,Information Security & Data Management Trainer,Full Time,Executive-level,"Computer Science,Data management,Security","Career development,Flex hours,Insurance,Parental leave",65000.0,In location,Australia,"INFORMATION SECURITY & DATA MANAGEMENT TRAINER COMPUTER SCIENCE,DATA MANAGEMENT,SECURITY,,,"
Believe,HR Data Analyst (H/F),Full Time,Entry-level,"Power BI,Vue",Not specified,48000.0,In location,France,Data Analyst
Amazon.com,"Electrical Design Engineer, Data Center Design Engineering",Full Time,Senior-level,"AWS,Engineering,Industrial,Research","Career development,Conferences,Flex hours,Home office stipend,Startup environment",69000.0,In location,United States,"ELECTRICAL DESIGN ENGINEER, DATA CENTER DESIGN ENGINEERING AWS,ENGINEERING,INDUSTRIAL,RESEARCH,,"
Publicis Groupe,"BI Developer, Analytics",Full Time,Senior-level,"Agile,Architecture,Business Intelligence,Data analysis,Data visualization,Data Warehousing",Not specified,69000.0,In location,United States,Data Analyst
Publicis Groupe,Data Engineer,Full Time,Senior-level,"Agile,APIs,Architecture,AWS,CI/CD,Data analysis",Not specified,115000.0,In location,United States,Data Engineer
Block,"Senior Product Manager, Data Infrastructure",Full Time,Senior-level,"Banking,Blockchain,Crypto,Data pipelines,Engineering,Machine Learning","Career development,Equity,Health care,Insurance,Parental leave",142000.0,In location,United States,Machine Learning
Meritis,Développeur.se Big Data (F/H),Full Time,Senior-level,"Agile,Architecture,Big Data,DevOps,Engineering,Finance",Not specified,62000.0,In location,France,Big Data
Block,PhD Machine Learning Engineer Intern (Fall 2023),Internship,Entry-level,"Architecture,AWS,Banking,Blockchain,Computer Science,Crypto","Career development,Equity,Health care,Insurance,Parental leave",0.0,In location,United States,Machine Learning
Hubtype,Data Scientist,Full Time,Mid-level,"Chatbots,Data Mining,ETL,Excel,JavaScript,SAS","Career development,Flex hours,Health care,Team events",60000.0,Remote,Spain,Data Science
Amazon.com,"Data Scientist I, SDO Privacy - PDC team",Full Time,Senior-level,"Big Data,Classification,Computer Science,Computer Vision,CX,Data analysis","Career development,Conferences",129000.0,In location,Not exists,Data Science
Halvik,Senior Data Architect,Full Time,Senior-level,"AWS,Azure,Big Data,CI/CD,Databricks,Data pipelines","Flex vacation,Health care,Insurance",135000.0,Remote,United States,Big Data
PartnerRe,Data Analyst (Dublin or Paris),Full Time,Not specified,"DataOps,Data quality,Excel,R",Team events,80000.0,In location,Ireland,Data Analyst
PSI CRO,Clinical Data Manager,Full Time,Entry-level,"Data management,Oracle,Research,Testing",Not specified,39000.0,In location,Hungary,"CLINICAL DATA MANAGER DATA MANAGEMENT,ORACLE,RESEARCH,TESTING,,"
Vericast,Staff Software Engineer II-Big Data (REMOTE),Full Time,Senior-level,"Agile,Big Data,Computer Science,Engineering,Hadoop,Kafka","Health care,Salary bonus",145000.0,In location,United States,Big Data
Qualtrics,Applied Scientist - Reinforcement Learning and Foundation Models,Full Time,Senior-level,"Agile,Computer Science,Conversational AI,Deep Learning,EMNLP,ICLR","Career development,Competitive pay,Conferences,Team events",133000.0,In location,United States,Artificial Intelligence
CLEAR,Principal Data Engineer,Full Time,Senior-level,"Airflow,Business Intelligence,Dagster,Data governance,Engineering,Kafka","401(k) matching,Career development,Fertility benefits,Flex vacation,Snacks / Drinks",225000.0,In location,United States,Data Engineer
OpenAI,"Software Engineer, ChatGPT Product Development",Full Time,Senior-level,"ChatGPT,Engineering,GPT,JavaScript,LLMs,Machine Learning","Career development,Health care,Insurance,Medical leave,Parental leave",69000.0,In location,United States,Machine Learning
NBCUniversal,Principal Data Scientist (Deep Learning),Full Time,Executive-level,"Airflow,Architecture,AWS,Computer Science,Computer Vision,Conversational AI","Career development,Equity,Health care,Insurance,Medical leave",185000.0,In location,United States,Artificial Intelligence
Visa,Staff Data Engineer,Full Time,Senior-level,"Architecture,Big Data,Computer Science,Engineering,Hadoop,Kafka","Startup environment,Team events",55000.0,In location,India,Big Data
Lyft,Senior/Lead Data Scientist,Full Time,Senior-level,"Economics,Engineering,Mathematics,Python,R,Research","Health care,Parental leave,Startup environment",129000.0,In location,Czechia,Data Science
